stars,review
4.0 out of 5 stars,"









  
  
    
  I didn’t realize this one didn’t have the tv controls. Spend a little more and buy the one with tv controls. You don’t need two remotes then. Otherwise works fine so far

  
"
5.0 out of 5 stars,"









  
  
    
  I have Apple boxes and remotes. The Firestick allowed me to get HBO Max, which was inaccessible on an older Vizio TV. The setup was easy. I did it with the instruction manual and didn’t need Amazon’s phone assistance. It’s small but has everything at your fingertips.

  
"
4.0 out of 5 stars,"









  
  
    
  Love this.  Only wish that when you power off the TV (which this does!) it would take the Roku to the Home screen.  If you turn off your TV without going home and are live streaming or are on a channel with autoplay, you will continue streaming even with the TV.  That can use up your bandwidth allotment pretty quick.  But other than that, love that this one controls TV on/off and volume, a truly one remote solution for cord cutters.

  
"
5.0 out of 5 stars,"









  
  
    
  Cut the cable long ago.  Roku is inexpensive and is very easy to set up and use with sufficient free tv & listening options like Pluto + access to pay options like amazon prime, netflix, et al.  If you're within distance of signals, get an antenna for local broadcast tv.

  
"
5.0 out of 5 stars,"









  
  
    
  Get away from sat costs!! You have option to use many services that can be month to month. Save your money amd watch only what you want to pay for. Many free channels as well

  
"
5.0 out of 5 stars,"









  
  
    
  I live in a rural community with a low internet signal on my mobile phone.  I am still able to use the Roku off of my mobile hotspot signal. Very impressed! I've just had this for a few days, but so far so good 🙂 I will update if I have any issues, but based off of first Impressions I would definitely recommend.

  
"
4.0 out of 5 stars,"









  
  
    
  Product super easy to install and use. Only downside is the brand NEW shrink wrapped Duracell AAA batteries did not last even 2 months when remove is barely used 1 time per day.

  
"
4.0 out of 5 stars,"









  
  
    
  Being new to streaming platforms, we had some hiccups.  Can’t tell if it’s a steep learning curve, but we are getting there.  Haven’t tried voice n Alexa functions yet.  We are not displeased with the unit, but sometimes frustrated.  All things in time.

  
"
1.0 out of 5 stars,"









  
  
    
  Terrible piece of junk. Barely works. From the first day I started getting warnings that the device was overheating and then it stopped playing my video. Unusable. Wish I could return it but threw out the box already :(

  
"
4.0 out of 5 stars,"









  
  
    
  I just cut the cord & am using Roku + to access streaming content. With a YoutubeTV account I can see most of what I had with a more expensive cable plan. Now. No contract! Only disappointment is how long it takes to connect to WiFi and internet. Likely not just Roku fault.

  
"
1.0 out of 5 stars,"









  
  
    
  In under 6 months multiple features of the stick stopped working. The volume control doesn't work. You can no longer fast forward. The remote has never been dropped or mishandled. Horribly made!!!!UPDATE - contacted Roku directly. The remote is still under warranty and they are shipping out a new one.

  
"
1.0 out of 5 stars,"









  
  
    
  When using the original Roku Streaming Stick+ provided equipment/cords, I always get an initial low power message  shown above.  Then over a small period of time it cycles and sometimes works and other times continues to fail with low power message. Using from the same wall outlet.  Very disappointed with performance.  Think there is a Roku issue.  Very disappointed.

  
"
5.0 out of 5 stars,"









  
  
    
  This was a replacement for a four year old Firestick that had died! It arrived on time, and was e4asy to install. It worked immediately!

  
"
5.0 out of 5 stars,"









  
  
    
  This was perfect for what I needed. I have not used the voice control, I'm good with manual search. I have the lite, so no 'volume control' like the reviews want me to mention. I just wanted something for the tv in my bedroom so I could watch things on the 'big screen' instead of my phone. It works wonderful.

  
"
5.0 out of 5 stars,"









  
  
    
  Worked exactly as I wanted it to for the room where it was going. Easy to use and set up with a little help was successful

  
"
5.0 out of 5 stars,"









  
  
    
  Bought for a bedroom TV so wasn't concerned with having Alexa. Setup was incredibly quick and have had no issues. For the price you won't find a better option. Highly recommended!

  
"
5.0 out of 5 stars,"









  
  
    
  The Fire Stick enhanced my picture, but most importantly, got rid of the constant buffering.

  
"
3.0 out of 5 stars,"









  
  
    
  I wish it would control tv power,volume have to use tv remote picture quality is great I’m still learning to work the apps, fast forward,rewind  navigating having to find regular tv watching

  
"
1.0 out of 5 stars,"









  
  
    
  Very disappointed.  Almost every time we try to use it, there is no audio.  Have to reboot, and if that doesn't work, we have to return to factory settings.  And then start all over.

  
"
5.0 out of 5 stars,"









  
  
    
  It's a good Fire Stick for a TV in the alternative room that doesn't need the 4k capability.

  
"
5.0 out of 5 stars,"









  
  
    
  Purchased for our daughter's TV easy for her to use no issues works great for smart bulbs and appliances as well

  
"
5.0 out of 5 stars,"









  
    
  La mejor opción sin duda alguna. Rápido , intuitivo para los q lo tendrán por primera vez .Muy recomendado

  
  
"
5.0 out of 5 stars,"









  
  
    
  I love this feature because i will just think of something out of the blue and Alexa will find it for me

  
"
3.0 out of 5 stars,"









  
  
    
  Product does not work well with an a/v receiver.  Every time I turn it on or use Alexa I have to manually reset the input.  Once that is done it works fine.

  
"
5.0 out of 5 stars,"









  
  
    
  Use my Firestick daily.  Love the voice feature and ease of use.  Highly recommend Firestick!

  
"
5.0 out of 5 stars,"









  
  
    
  I love the speed. Only thing I need help with us moving my installed apps to the main screen.

  
"
1.0 out of 5 stars,"









  
  
    
  Audio stops working no matter how many hacks I watch to repair it , I can't get it to turn back on. This is a replacement device because the first one they sent ironically was making a screeching sound and I couldn't get that to stop. Don't waste your money, having an issue once is random but having an issue on the replacement device shows there's problems.

  
"
